iter	RMSE
0	0.06815905748
1	0.06574900324
2	0.06346073826
3	0.06155662328
4	0.0595579933
5	0.0580164699
6	0.05659215276
7	0.05498195302
8	0.05389031699
9	0.05296520379
10	0.05195889594
11	0.05079476971
12	0.04997127773
13	0.04915435975
14	0.04841390924
15	0.04763006326
16	0.0471113987
17	0.04648796728
18	0.04591169514
19	0.04536593724
20	0.04498676859
21	0.04454988284
22	0.04410759442
23	0.04381272583
24	0.04349074494
25	0.04311801883
26	0.04280133823
27	0.04246675552
28	0.0420727295
29	0.0417128199
30	0.04143939812
31	0.04116548799
32	0.04091225066
33	0.04067082752
34	0.04040429333
35	0.04012918346
36	0.03992073058
37	0.03966262848
38	0.03949122701
39	0.03929129156
40	0.03903406198
41	0.03886338165
42	0.0386729935
43	0.03850985748
44	0.03831581758
45	0.03811659171
46	0.03794743094
47	0.03778366077
48	0.03759933685
49	0.03745687872
50	0.03728364983
51	0.0370934026
52	0.03698232886
53	0.03685119119
54	0.03672016337
55	0.03657090748
56	0.03641929894
57	0.0362697177
58	0.03611671104
59	0.03596305492
60	0.03585190892
61	0.03573499677
62	0.03558732379
63	0.03548282779
64	0.03533295056
65	0.03523104789
66	0.03511547222
67	0.03498919968
68	0.03487173876
69	0.03474011125
70	0.03462811066
71	0.03448798188
72	0.03436761637
73	0.03427769084
74	0.03419306272
75	0.03408542494
76	0.03396555534
77	0.03390023734
78	0.03376677374
79	0.03366050856
80	0.03357132215
81	0.03343517571
82	0.03333861078
83	0.03322531082
84	0.03310024676
85	0.03299360155
86	0.03289525466
87	0.03278607178
88	0.03268791903
89	0.03261793469
90	0.03255495766
91	0.03243188181
92	0.0323762413
93	0.03231257789
94	0.03223787853
95	0.03216582869
96	0.03214281872
97	0.03205106561
98	0.03198548246
99	0.03190803772
100	0.03180452633
101	0.03168859197
102	0.03162771169
103	0.03153332045
104	0.03143712306
105	0.03139529534
106	0.03131874596
107	0.03126766031
108	0.03114930753
109	0.03112021286
110	0.03104512322
111	0.03096872065
112	0.03083327468
113	0.03081395096
114	0.03074319599
115	0.03071616921
116	0.03062232498
117	0.03054601518
118	0.03048114032
119	0.03040926792
120	0.03029140312
121	0.03023831889
122	0.03012277779
123	0.03000190118
124	0.02997208125
125	0.02989277116
126	0.02979503617
127	0.02976988679
128	0.02965720035
129	0.02961654519
130	0.02960632368
131	0.02951057403
132	0.02940848743
133	0.02932747271
134	0.02924420132
135	0.02917711637
136	0.02910472977
137	0.02903746393
138	0.02897073027
139	0.02891283932
140	0.02886702024
141	0.02875879228
142	0.02867228238
143	0.02857770554
144	0.02856083181
145	0.0284845155
146	0.02844213677
147	0.02836281079
148	0.02832393643
149	0.02823012683
150	0.02821050122
151	0.02815131381
152	0.02813765809
153	0.02807948118
154	0.02801589666
155	0.02798401877
156	0.02791567685
157	0.02783815171
158	0.02775684399
159	0.02766363145
160	0.02762183045
161	0.02755977595
162	0.02748557861
163	0.02741630855
164	0.02735050998
165	0.02732509437
166	0.02728465589
167	0.0272213661
168	0.02714329916
169	0.02709363274
170	0.027026107
171	0.02695607791
172	0.0269327244
173	0.02687609119
174	0.02680440521
175	0.02673198854
176	0.02667899282
177	0.02662824546
178	0.02655999536
179	0.02645551961
180	0.02636790184
181	0.02631167201
182	0.02625335087
183	0.02622627747
184	0.02620798563
185	0.02612848908
186	0.02607789745
187	0.02605274052
188	0.02596175311
189	0.02592095491
190	0.0258502272
191	0.02579511869
192	0.02574084923
193	0.02566022858
194	0.02563099115
195	0.0255484684
196	0.02552945425
197	0.02548899311
198	0.02541555566
199	0.02532979258
200	0.02528378669
201	0.02521041069
202	0.02511824863
203	0.0250622726
204	0.02496554873
205	0.02490486741
206	0.02486766113
207	0.02481078051
208	0.02475675648
209	0.02474815155
210	0.02471148077
211	0.02469849488
212	0.02465468009
213	0.02461111402
214	0.02455837213
215	0.02451511416
216	0.02449889846
217	0.02442193738
218	0.02435782816
219	0.02430620927
220	0.02424186976
221	0.02423322179
222	0.0241593275
223	0.02409957391
224	0.02401980839
225	0.02397995288
226	0.02395464117
227	0.02389113689
228	0.02381057953
229	0.02374399592
230	0.02368366651
231	0.02362206361
232	0.02361118095
233	0.02355633873
234	0.02348944024
235	0.02343635476
236	0.02342088985
237	0.02335059718
238	0.02333324805
239	0.02324968999
240	0.02323120683
241	0.02316299912
242	0.02310552487
243	0.02308733411
244	0.02299616579
245	0.02294572554
246	0.02288170231
247	0.02284532412
248	0.02278255916
249	0.02271037822
250	0.02263801101
251	0.02260508353
252	0.02254352186
253	0.02249661806
254	0.02242435674
255	0.02236652696
256	0.0223072476
257	0.02224126619
258	0.02217111965
259	0.02210102555
260	0.0220244154
261	0.02198193175
262	0.02192574618
263	0.02187210418
264	0.02185116202
265	0.02178024956
266	0.02176390477
267	0.02175551468
268	0.02174393497
269	0.02166781422
270	0.02160125191
271	0.02159069558
272	0.02151990695
273	0.02144959244
274	0.0214432593
275	0.02140030141
276	0.02132706657
277	0.02125128039
278	0.0211996748
279	0.02113500094
280	0.02106491182
281	0.02102645508
282	0.02100389084
283	0.02093351998
284	0.02088602194
285	0.02086733269
286	0.02081725622
287	0.02078864552
288	0.02076661761
289	0.02070580719
290	0.02066963884
291	0.02061987473
292	0.02058068857
293	0.02051164995
294	0.0204471394
295	0.02042659049
296	0.02036224397
297	0.02028460707
298	0.0202695208
299	0.02025724477
