"","INE","average_age"
"204","03066",44.0118531422188
"205","03067",55.3738317757009
"206","03068",60.5111111111111
"207","03069",41.2170913698437
"208","03070",43.8495782567948
"209","03071",43.5058465481339
"210","03072",46.0563674321503
"211","03073",51.045643153527
"212","03074",39.7499035121575
"213","03075",49.6517857142857
"214","03076",44.9465581424696
"215","03077",51.2099002302379
"216","03078",53.6312399355878
"217","03079",43.0069597691394
"218","03080",44.9154154154154
"219","03081",47.6059972105997
"220","03082",44.5170259851513
"221","03083",45.2615205698503
"222","03084",52.8281786941581
"223","03085",51.9301204819277
"224","03086",51.1458333333333
"225","03088",39.6240115025162
"226","03089",44.4268752047167
"227","03090",40.5312536556834
"228","03091",55.2268244575937
"229","03092",41.7274288781535
"230","03093",42.5765898760732
"231","03094",41.2078401145185
"232","03095",41.8486433013002
"233","03096",43.1322368421053
"234","03097",50.5403225806452
"235","03098",45.6492346938776
"236","03099",44.4193236099611
"237","03100",52.0517063081696
"238","03101",44.4782388021825
"239","03102",46.6231126023882
"240","03103",52.4609665427509
"241","03104",41.8128559329459
"242","03105",42.8639252336449
"243","03106",52.5645161290323
"244","03107",41.8056872037915
"245","03109",38.8155062596091
"246","03110",50.2314814814815
"247","03111",39.8682816048448
"248","03112",51.4137630662021
"249","03113",52.8852498350429
"250","03114",47.6938202247191
"251","03115",52.2699530516432
"252","03116",44.7512345679012
"253","03117",51.6507246376812
"254","03118",53.2579605996779
"255","03119",42.0010670168671
"256","03120",47.8176778076984
"257","03121",42.2984415818395
"258","03122",40.0921021397809
"259","03123",42.3471954559286
"260","03124",49.7764298093588
"261","03125",45.5471698113208
"262","03127",51.9486356340289
"263","03128",47.5448661110126
"264","03129",46.453670276775
"265","03130",59.7142857142857
"266","03131",53.0345911949686
"267","03132",50.8506289308176
"268","03133",44.4336282140621
"269","03134",53.99375
"270","03135",56
"271","03136",51.6603415559772
"272","03137",52.3180169286578
"273","03138",43.9224888511361
"274","03139",42.4185630273587
"275","03140",42.2398184746011
"276","03901",51.834193072955
"277","03902",42.8113840783998
"278","03903",44.5605611539222
"279","03904",39.2111269614836
"280","04001",48.4110576923077
"281","04002",49.0304311073542
"282","04003",39.5749252321738
"283","04004",55.2678311499272
"284","04005",50.5500821018062
"285","04006",42.3466026649011
"286","04007",47.7488151658768
"287","04008",52.15953307393
"288","04009",54.7173913043478
"289","04010",45.1122599704579
"290","04011",42.0490382010295
"291","04012",49.3830845771144
"292","04013",40.6956517419855
"293","04014",50.6363636363636
"294","04015",54.576
"295","04016",42.4485671191554
"296","04017",55.3321799307958
"297","04018",49.4166666666667
"298","04019",56.532
"299","04020",49.5833333333333
"300","04021",51.3935185185185
"301","04022",56.2865853658537
"302","04023",58.6833333333333
"303","04024",37.4365097076545
"304","04026",61.7241379310345
"305","04027",51.9656488549618
"306","04028",51.1208333333333
"307","04029",39.8365040197405
"308","04030",51.3322119428091
"309","04031",48.9872213967311
"310","04032",40.3800123380629
"311","04033",53.925
"312","04034",52.685393258427
"313","04035",39.396679349706
"314","04036",46.4463087248322
"315","04037",51.0705171255876
"316","04038",42.3674372848008
"317","04041",48.3715953307393
"318","04043",47.311320754717
"319","04044",41.013783269962
"320","04045",47.1320564516129
"321","04046",48.5915492957746
"322","04047",40.7620303230059
"323","04048",47.4434872501723
"324","04049",38.6969537815126
"325","04050",44.9518518518518
"326","04051",46.3909465020576
"327","04052",35.1707875202322
"328","04053",41.2695039110745
"329","04054",49.2493827160494
"330","04055",48.0245535714286
"331","04056",46.1010101010101
"332","04057",46.0150622134905
"333","04058",50.5329949238579
"334","04059",53.2905452035887
"335","04060",47.4078014184397
"336","04061",47.4552631578947
"337","04062",42.8359489051095
"338","04063",49.7146341463415
"339","04064",48.2249926231927
"340","04065",48.429435483871
"341","04066",35.5576012126571
"342","04067",52.9390681003584
"343","04068",52.6282722513089
"344","04069",41.5369245524297
"345","04070",51.3479231799911
"346","04071",53.6328502415459
"347","04072",57.8376811594203
"348","04073",50.7506849315068
"349","04074",38.1681696319766
"350","04075",38.2734118555706
"351","04076",42.4435096153846
"352","04077",53.5940594059406
"353","04078",40.9394356503785
"354","04079",36.7684617963488
"355","04080",54.7386934673367
"356","04081",43.9197396963124
"357","04082",54.4048442906574
"358","04083",48.706837186424
"359","04084",50.9841688654354
"360","04085",50.3769751693002
"361","04086",46.9076354679803
"362","04087",49.6071428571429
"363","04088",42.7877320419693
"364","04089",49.0790554414784
"365","04090",52.5625
"366","04091",54.0438356164384
"367","04092",42.6071025930101
"368","04093",44.7952922507273
"369","04094",50.9395161290323
"370","04095",49.507299270073
"371","04096",49.7485714285714
"372","04097",56.6260869565217
"373","04098",49.1141942369264
"374","04099",45.6828597616865
"375","04100",38.414862320546
"376","04101",36.9560053529609
"377","04102",35.6901371798208
"378","04103",51.1951962110961
"379","04901",51.6902654867257
"380","04902",36.447121468994
"381","04903",35.4715482537265
"382","04904",38.4570048309179
"383","05001",53.1374407582938
"384","05002",43.7786530129972
"385","05005",52.6666666666667
"386","05007",57.8547008547009
"387","05008",52.0394736842105
"388","05010",56.156862745098
"389","05012",56.3070866141732
"390","05013",53.7974683544304
"391","05014",47.9267023959647
"392","05015",59.6811594202899
"393","05016",43.5350502512563
"394","05017",59.3975903614458
"395","05018",54.9230769230769
"396","05019",43.4605526906406
"397","05021",48.0309012875536
"398","05022",49.1172741679873
"399","05023",56.0864864864865
"400","05024",63.7329842931937
"401","05025",56.9125
"402","05026",59.0558375634518
"403","05027",50.7507598784195
"404","05029",62.1443298969072
"405","05030",52.4897959183673
"406","05033",54.7348066298343
"407","05034",64.4285714285714
"408","05035",56.6666666666667
"409","05036",58.6495726495726
"410","05037",59.2844827586207
"411","05038",57.92
"412","05039",62.953488372093
"413","05040",65.2878787878788
"414","05041",49.7466101694915
"415","05042",55.055900621118
"416","05043",61.7142857142857
"417","05044",60.0544747081712
"418","05045",55.8481012658228
"419","05046",50.2857142857143
"420","05047",47.6021890547264
"421","05048",63.3061224489796
"422","05049",53.664367816092
"423","05051",54.8622754491018
"424","05052",61.4235294117647
"425","05053",67.958904109589
"426","05054",48.905160390516
"427","05055",52.28125
"428","05056",55.7340425531915
"429","05057",46.6243654822335
"430","05058",59.0405405405405
"431","05059",62.1931818181818
"432","05060",64.2959183673469
"433","05061",42.0567164179105
"434","05062",58.5625
"435","05063",66.7741935483871
"436","05064",58.2761904761905
"437","05065",51.7667342799189
"438","05066",52.04
"439","05067",56.7837837837838
"440","05069",53.3116883116883
"441","05070",58.9
"442","05072",47.1160714285714
"443","05073",55.9322033898305
"444","05074",52.6208277703605
"445","05075",57.7757009345794
"446","05076",44.766323024055
"447","05077",56.2201257861635
"448","05078",58.1157894736842
"449","05079",56.4242424242424
"450","05080",62.025
"451","05081",62.6666666666667
"452","05082",52.6998223801066
"453","05083",57.6842105263158
"454","05084",67.95
"455","05085",53.7631578947368
"456","05086",64.08
"457","05087",53.0823529411765
"458","05088",56.12
"459","05089",55.0176470588235
"460","05090",55.08
"461","05092",52.4709677419355
"462","05093",50.3985680190931
"463","05094",58.8759689922481
"464","05095",52.6115384615385
"465","05096",53.5733333333333
"466","05097",56.4526748971193
"467","05099",54.2661290322581
"468","05100",58.2527075812274
"469","05101",57.0427046263345
"470","05102",46.0976984499765
"471","05103",62.9508196721311
"472","05104",62.1212121212121
"473","05105",50.3532608695652
"474","05106",66.8148148148148
"475","05107",65
"476","05108",63.5714285714286
"477","05109",48.3229166666667
"478","05110",49.9913686806412
"479","05112",50.9439252336449
"480","05113",62.1666666666667
"481","05114",50.276626161544
"482","05115",52.9881355932203
"483","05116",65.7708333333333
"484","05117",54.6
"485","05118",59.1739130434783
"486","05119",72.1666666666667
"487","05120",61
"488","05121",45.5350318471338
"489","05122",65.2566371681416
"490","05123",48.1578947368421
"491","05124",65.3076923076923
"492","05125",50.2786885245902
"493","05126",64.8947368421053
"494","05127",53.2262247838617
"495","05128",51.514745308311
"496","05129",63.3305084745763
"497","05130",53.7264150943396
"498","05131",64.1276595744681
"499","05132",54.2834394904459
"500","05133",58.5967741935484
"501","05134",54.1836734693878
"502","05135",54.0943396226415
"503","05136",56.406976744186
"504","05138",50.7822085889571
"505","05139",58.2714285714286
"506","05140",48.8440366972477
"507","05141",55.5346534653465
"508","05142",58.4175824175824
"509","05143",60.6724137931034
"510","05144",59.0138888888889
"511","05145",61.9302325581395
"512","05147",54.953642384106
"513","05148",62.8260869565217
"514","05149",58.7452830188679
"515","05151",58.1808510638298
"516","05152",51.9930362116992
"517","05153",63.6075949367089
"518","05154",60.9677419354839
"519","05155",53.5555555555556
"520","05156",47.6822429906542
"521","05157",60.141592920354
"522","05158",60.2869822485207
"523","05159",66.287037037037
"524","05160",59.37
"525","05161",47.4834874504623
"526","05162",57.8888888888889
"527","05163",50.2814667988107
"528","05164",65.625
"529","05165",50.7697674418605
"530","05166",55.9661016949153
"531","05167",53.50390625
"532","05168",41.5886125145744
"533","05169",58.5021645021645
"534","05170",63.2745098039216
"535","05171",64.3731343283582
"536","05172",47.4009900990099
"537","05173",54.8684210526316
"538","05174",54.9130434782609
"539","05175",56.6898734177215
"540","05176",50.7948717948718
"541","05177",56.5797101449275
"542","05178",50.9640102827763
"543","05179",53.8546255506608
"544","05180",66.1612903225806
"545","05181",60.5116279069767
"546","05182",57.9288437102922
"547","05183",58.9248120300752
"548","05184",53.4327272727273
"549","05185",55.5333333333333
"550","05186",51.6542730299667
"551","05187",46.656038647343
"552","05188",68.8461538461538
"553","05189",55.6834061135371
"554","05190",54.7924528301887
"555","05191",56.4128440366973
"556","05192",52.0841121495327
"557","05193",62.9885057471264
"558","05194",53.6569343065693
"559","05195",61.9211822660099
"560","05196",48.2985074626866
"561","05197",50.0714285714286
"562","05198",60.6086956521739
"563","05199",60.6666666666667
"564","05200",62.9772727272727
"565","05201",53.3426966292135
"566","05204",50.0014005602241
"567","05205",56.5542168674699
"568","05206",55.2608695652174
"569","05207",52.9846796657382
"570","05208",58
"571","05209",64.12
"572","05210",64.05
"573","05211",51.7037037037037
"574","05212",58.8775510204082
"575","05213",63.3777777777778
"576","05214",64.8888888888889
"577","05215",57.3433734939759
"578","05216",58.4677419354839
"579","05217",56.8490566037736
"580","05218",57.9478260869565
"581","05219",48.3589743589744
"582","05220",48.9383886255924
"583","05221",57.1686746987952
"584","05222",57.0810810810811
"585","05224",56.4095238095238
"586","05225",56.2474226804124
"587","05226",63.1269841269841
"588","05227",47.0626398210291
"589","05228",64.2235294117647
"590","05229",60.695652173913
"591","05230",59.0746268656716
"592","05231",52.0176470588235
"593","05232",54.6610169491525
"594","05233",55.5020576131687
"595","05234",62.8888888888889
"596","05235",60.9440559440559
"597","05236",55.3727272727273
"598","05237",58.8675496688742
"599","05238",52.1304878048781
"600","05239",50.8793103448276
"601","05240",43.4708790027939
"602","05241",44.9961722488038
"603","05242",45.28
"604","05243",53.4102564102564
"605","05244",68.2702702702703
"606","05245",46.1459330143541
"607","05246",72.7173913043478
"608","05247",61.5130434782609
"609","05249",50.9479166666667
"610","05251",59.2592592592593
"611","05252",54.135593220339
"612","05253",59.2727272727273
"613","05254",52.1775700934579
"614","05256",58.972972972973
"615","05257",56.0232558139535
"616","05258",57.0260869565217
"617","05259",55.0642201834862
"618","05260",57.4059405940594
"619","05261",64.7142857142857
"620","05262",56.5640243902439
"621","05263",58.1082802547771
"622","05264",54.0377358490566
"623","05265",52.1927710843374
"624","05266",61.5604395604396
"625","05267",53.1495327102804
"626","05901",60.2753036437247
"627","05902",53.4917491749175
"628","05903",62.1746031746032
"629","05904",53.6929824561403
"630","05905",61.8018433179723
"631","06001",46.1924939467312
"632","06002",42.1611902154071
"633","06003",51.2966396292005
"634","06004",44.7252155172414
"635","06005",45.1326781326781
"636","06006",45.6302663895711
"637","06007",45.5774562989753
"638","06008",45.5679676985195
"639","06009",47.3
"640","06010",45.8458434221146
"641","06011",40.4133805937085
"642","06012",41.3828431372549
"643","06013",49.7108843537415
"644","06014",45.7799148057313
"645","06015",41.4050429184549
"646","06016",45.1337927074361
"647","06017",52.0300751879699
"648","06018",51.7857142857143
"649","06019",47.2561132561133
"650","06020",45.7169629985584
"651","06021",47.9913127413127
"652","06022",46.5094585779517
"653","06023",47.5268302828619
"654","06024",47.73343605547
"655","06025",42.7517017828201
"656","06026",45.3784946236559
"657","06027",46.539402173913
"658","06028",46.2470127729707
"659","06029",45.2233804914371
"660","06030",53.8604651162791
"661","06031",46.8969465648855
"662","06032",50.1411764705882
"663","06033",49.2391154111956
"664","06034",48.5628140703518
"665","06035",54.9092896174863
"666","06036",46.6298409405256
"667","06037",50.2479378942261
"668","06038",46.4648829431438
"669","06039",43.0115473441109
"670","06040",44.8152812762385
"671","06041",42.5208711433757
"672","06042",43.3776641091219
"673","06043",45.7909677419355
"674","06044",40.9322765797661
"675","06045",46.2898550724638
"676","06046",45.2054794520548
"677","06047",44.7555110220441
"678","06048",49.2240618101545
"679","06049",49.1856502242152
"680","06050",44.9383788254756
"681","06051",47.0491441192711
"682","06052",44.0123746532964
"683","06053",49.769456681351
"684","06054",43.112600536193
"685","06055",46.741103202847
"686","06056",50.4734774066798
"687","06057",56.0230088495575
"688","06058",44.5019092066186
"689","06059",48.6570561456753
"690","06060",43.7084785133566
"691","06061",47.9557013945857
"692","06062",50.5399361022364
"693","06063",46.4058469475494
"694","06064",49.5811965811966
"695","06065",48.3145400593472
"696","06066",47.6950649350649
"697","06067",46.4438936457864
"698","06068",45.3747368421053
"699","06069",45.2974271981906
"700","06070",43.6967159634624
"701","06071",49.1935483870968
"702","06072",42.3200290275762
"703","06073",45.400482509047
"704","06074",43.3444192930524
"705","06075",52.4569789674952
"706","06076",46.3166144200627
"707","06077",54.6825842696629
"708","06078",49.0441988950276
"709","06079",43.2473821989529
"710","06080",43.7745054945055
"711","06081",48.9183673469388
"712","06082",42.359437751004
"713","06083",41.1143951098274
"714","06084",45.7234548335975
"715","06085",43.251660341556
"716","06086",49.756061719324
"717","06087",49.1956147893379
"718","06088",42.8619066047472
"719","06089",46.4943977591036
"720","06090",48.2796976241901
"721","06091",45.6159436747672
"722","06092",45.4452887537994
"723","06093",46.3049547778215
"724","06094",44.7582608695652
"725","06095",42.2247313633311
"726","06096",55.1229508196721
"727","06097",47.3010223400227
"728","06098",41.4813710879285
"729","06099",44.4182366239638
"730","06100",56.9732142857143
"731","06101",49.9802761341223
"732","06102",48.256600660066
"733","06103",42.6237572848817
"734","06104",46.957182320442
"735","06105",51.2626865671642
"736","06106",45.7895833333333
"737","06107",44.8200108754758
"738","06108",44.9204035874439
"739","06109",43.5083078268474
"740","06110",54.0333333333333
"741","06111",42.1672131147541
"742","06112",47.2087155963303
"743","06113",44.2484643734644
"744","06114",53.1969696969697
"745","06115",45.0041237113402
"746","06116",47.0395119116793
"747","06117",45.6204107031736
"748","06118",56.3939393939394
"749","06119",42.8114558472554
"750","06120",43.6304402515723
"751","06121",42.9211930164888
"752","06122",42.3434055727554
"753","06123",44.7679003161614
"754","06124",49.0994057266343
"755","06125",50.3105857066094
"756","06126",43.9430988081507
"757","06127",46.0598943041691
"758","06128",43.3436206247648
"759","06129",45.5029498525074
"760","06130",50.4339622641509
"761","06131",45.3820224719101
"762","06132",45.5806111696523
"763","06133",40.7443509082853
"764","06134",44.5744
"765","06135",41.7667151162791
"766","06136",45.829811536265
"767","06137",48.8507042253521
"768","06138",45.6361323155216
"769","06139",51.1
"770","06140",47.2993103448276
"771","06141",48.4372448979592
"772","06142",51.4065934065934
"773","06143",41.8183345332373
"774","06144",50.9070175438597
"775","06145",45.18147086915
"776","06146",49.8199658703072
"777","06147",55.2011019283747
"778","06148",45.3613298337708
"779","06149",42.9105973329125
"780","06150",47.8300220750552
"781","06151",45.9376012965964
"782","06152",44.9627118644068
"783","06153",42.3011416589003
"784","06154",43.8035077288942
"785","06155",45.3689458689459
"786","06156",45.6548410938655
"787","06157",55.2553191489362
"788","06158",42.7712076145152
"789","06159",42.8716654650324
"790","06160",46.2843441466855
"791","06161",55.1806451612903
"792","06162",44.0044091710758
"793","06901",42.5927967658949
"794","06902",43.7026892430279
"795","06903",42.7700642054575
"796","07001",40.9378671888909
"797","07002",42.2839336643076
"798","07003",38.8818387050291
"799","07004",42.8208182288969
"800","07005",41.0299134085542
"801","07006",41.9011773547094
"802","07007",47.736137667304
"803","07008",39.8318867062586
"804","07009",44.770009199632
"805","07010",42.0532269760696
"806","07011",40.9326435892477
"807","07012",44.7571752265861
"808","07013",40.9887441283347
"809","07014",40.588336897516
"810","07015",41.4380476003662
"811","07016",40.0887272727273
"812","07017",43.4093303235515
"813","07018",43.5190476190476
"814","07019",49.7692307692308
"815","07020",41.5441032661842
"816","07021",48.9510703363914
"817","07022",41.6759696736622
"818","07023",40.9022004889976
"819","07024",40.3131720430108
"820","07025",45.0721649484536
"821","07026",39.7504498513535
"822","07027",39.1556162593901
"823","07028",42.1050800278358
"824","07029",40.7538386148318
"825","07030",42.260226283725
"826","07031",40.7470862470862
"827","07032",41.7578399567451
"828","07033",39.7521279223842
"829","07034",40.315445026178
"830","07035",44.1189309576837
"831","07036",40.1516541193935
"832","07037",42.3449962377728
"833","07038",43.6498158687646
"834","07039",41.3725994049229
"835","07040",40.9890010814341
"836","07041",43.4707681849082
"837","07042",42.7713410973706
"838","07043",41.7932209469154
"839","07044",39.7575559430398
"840","07045",40.6810176125245
"841","07046",39.4069840565235
"842","07047",43.1848664688427
"843","07048",39.2809029280254
"844","07049",44.6228438228438
"845","07050",42.0647810218978
"846","07051",41.3090825897964
"847","07052",42.4599851521901
"848","07053",42.8805606337599
"849","07054",40.0786879414604
"850","07055",40.8169102133312
"851","07056",40.5400748063051
"852","07057",42.8009375252566
"853","07058",43.1078431372549
"854","07059",43.1701334379906
"855","07060",42.0734491315136
"856","07061",43.5157694000293
"857","07062",40.0939324701701
"858","07063",45.0612244897959
"859","07064",42.3411251980983
"860","07065",40.2723600692441
"861","07901",47.1341463414634
"862","07902",43.637047163363
"863","08001",40.1936513000479
"864","08002",42.9929078014184
"865","08003",43.3574313408724
"866","08004",44.7126436781609
"867","08005",41.1094147582697
"868","08006",44.4092591430901
"869","08007",41.9571318934327
"870","08008",43.9908675799087
"871","08009",41.9385768985322
"872","08010",42.2795904199931
"873","08011",44.1509009009009
"874","08012",44.3005679335955
"875","08013",44.4166175604007
"876","08014",45.3686305732484
"877","08015",42.179234291962
"878","08016",48.6467289719626
"879","08017",41.85625
"880","08018",46.1466165413534
"881","08019",43.889794505649
"882","08020",39.4575342465753
"883","08021",56.921875
"884","08022",44.5334128878282
"885","08023",40.9315024577901
"886","08024",48.4913793103448
"887","08025",39.7957345971564
"888","08026",40.4651162790698
"889","08027",39.5965270684372
"890","08028",41.3056680161943
"891","08029",42.3454813566463
"892","08030",40.7586114101184
"893","08031",42.3859409190372
"894","08032",44.3147964250248
"895","08033",42.3466202560072
"896","08034",43.0717703349282
"897","08035",43.930227732531
"898","08036",49.3563829787234
"899","08037",42.0493434142459
"900","08038",41.2310944105214
"901","08039",41.916820702403
"902","08040",44.0176252943155
"903","08041",39.5653930714837
"904","08042",41.5975918884664
"905","08043",41.3068738029368
"906","08044",43.7064769749158
"907","08045",43.2142857142857
"908","08046",40.6106165870604
"909","08047",47.2175037723647
"910","08048",43.9171974522293
"911","08049",47.3035264483627
"912","08050",43.1420454545455
"913","08051",41.4404606337798
"914","08052",50.0833333333333
"915","08053",43.0056466792148
"916","08054",39.647739054151
"917","08055",39.8652291105121
"918","08056",40.6740587014527
"919","08057",47.1791044776119
"920","08058",43.4672544080605
"921","08059",43.2281879194631
"922","08060",50.7037037037037
"923","08061",42.0500235960359
"924","08062",37.8914405010438
"925","08063",40.038338658147
"926","08064",45.5419937205652
"927","08065",44.4165079365079
"928","08066",41.1546818416968
"929","08067",42.9881538666312
"930","08068",42.0906687231464
"931","08069",40.1800176056338
"932","08070",42.1030640668524
"933","08071",43.2242990654206
"934","08072",40.9254804461766
"935","08073",42.8880648461128
"936","08074",41.6561826252378
"937","08075",39.8497876857749
"938","08076",41.3533763788001
"939","08077",44.3739766702015
"940","08078",47.6942148760331
"941","08079",49.3872549019608
"942","08080",54.4186046511628
"943","08081",40.7705263157895
"944","08082",44.1987746766508
"945","08083",40.7333333333333
"946","08084",43.8389307745031
"947","08085",43.9653465346535
"948","08086",38.9735808289138
"949","08087",45.5508982035928
"950","08088",41.4812814974802
"951","08089",41.8886031833734
"952","08090",41.672131147541
"953","08091",40.6606258148631
"954","08092",45.6771128184391
"955","08093",49.9615384615385
"956","08094",40.3496376811594
"957","08095",51.025974025974
"958","08096",42.0240311443631
"959","08097",39.0736434108527
"960","08098",41.9155541757218
"961","08099",47.2614240170032
"962","08100",41.3582749723553
"963","08101",42.6557787825467
"964","08102",42.2721515880418
"965","08103",40.7154861944778
"966","08104",45.5559246954596
"967","08105",42.0933981011261
"968","08106",42.5539029746456
"969","08107",41.285862046674
"970","08108",42.8176081268278
"971","08109",41.1086956521739
"972","08110",43.8825378222885
"973","08111",44.3088235294118
"974","08112",40.9810635042081
"975","08113",42.6073870534858
"976","08114",40.6036771861532
"977","08115",43.5373443983403
"978","08116",43.7538247566064
"979","08117",43.234993614304
"980","08118",43.363895766019
"981","08119",39.9054456498617
"982","08120",40.5530749789385
"983","08121",41.5620194198718
"984","08122",43.5276487969607
"985","08123",41.6151117964534
"986","08124",41.8606395348837
"987","08125",40.3084531152352
"988","08126",40.7149180327869
"989","08127",42.5998725708824
"990","08128",45.5356125356125
"991","08129",41.5775316455696
"992","08130",42.4028776978417
"993","08131",43.4563106796116
"994","08132",44.2004264392324
"995","08133",51.6423841059603
"996","08134",43.4772329246935
"997","08135",42.9295663005322
"998","08136",40.0945686133141
"999","08137",45.4643874643875
"1000","08138",41.8655804480652
"1001","08139",44.8863636363636
"1002","08140",44.7307247812448
"1003","08141",43.7952808241941
"1004","08142",49.5555555555556
"1005","08143",40.3407851690294
"1006","08144",48.0011655011655
"1007","08145",41.0716560509554
"1008","08146",41.8630434782609
"1009","08147",40.5862326043738
"1010","08148",39.3372299872935
"1011","08149",46.9517470881864
"1012","08150",41.7763975155279
"1013","08151",48.0182149362477
"1014","08152",40.1986754966887
